Name,Platform,Version
2023-10-10T16:23:58,libfreexl1,amd64,1.0.6-1
2023-10-10T16:23:58,libfribidi0,amd64,1.0.8-2ubuntu3.1
2023-10-10T16:23:58,libfuse3-3,amd64,3.10.5-1build1
2023-10-10T16:23:58,libfwupd2,amd64,1.7.9-1~22.04.3
2023-10-10T16:23:58,libfwupdplugin5,amd64,1.7.9-1~22.04.3
2023-10-10T16:23:58,libfyba0,amd64,4.1.1-7
2023-10-10T16:23:58,libgail-common,amd64,2.24.33-2ubuntu2
2023-10-10T16:23:58,libgail18,amd64,2.24.33-2ubuntu2
2023-10-10T16:23:58,libgamemode0,amd64,1.6.1-1build2
2023-10-10T16:23:58,libgamemode0,i386,1.6.1-1build2
2023-10-10T16:23:58,libgamemodeauto0,amd64,1.6.1-1build2
2023-10-10T16:23:58,libgamemodeauto0,i386,1.6.1-1build2
2023-10-10T16:23:58,libgamin0,amd64,0.1.10-6
2023-10-10T16:23:58,libgbm1,amd64,23.0.4-0ubuntu1~22.04.1
2023-10-10T16:23:58,libgcab-1.0-0,amd64,1.4-3build2
2023-10-10T16:23:58,libgcc-11-dev,amd64,11.4.0-1ubuntu1~22.04
2023-10-10T16:23:58,libgcc-12-dev,amd64,12.3.0-1ubuntu1~22.04
2023-10-10T16:23:58,libgcc-9-dev,amd64,9.5.0-1ubuntu1~22.04
2023-10-10T16:23:58,libgcc-s1,amd64,12.3.0-1ubuntu1~22.04
2023-10-10T16:23:58,libgcc-s1,i386,12.3.0-1ubuntu1~22.04
2023-10-10T16:23:58,libgck-1-0,amd64,3.40.0-4
2023-10-10T16:23:58,libgcr-base-3-1,amd64,3.40.0-4
2023-10-10T16:23:58,libgcr-ui-3-1,amd64,3.40.0-4
2023-10-10T16:23:58,libgcrypt20,amd64,1.9.4-3ubuntu3
2023-10-10T16:23:58,libgcrypt20,i386,1.9.4-3ubuntu3
2023-10-10T16:23:58,libgd3,amd64,2.3.0-2ubuntu2
2023-10-10T16:23:58,libgdal30,amd64,3.4.1+dfsg-1build4
2023-10-10T16:23:58,libgdata-common,all,0.18.1-2build1
2023-10-10T16:23:58,libgdata22,amd64,0.18.1-2build1
2023-10-10T16:23:58,libgdbm-compat4,amd64,1.23-1
2023-10-10T16:23:58,libgdbm6,amd64,1.23-1
2023-10-10T16:23:58,libgdcm3.0,amd64,3.0.10-1build2
2023-10-10T16:23:58,libgdk-pixbuf-2.0-0,amd64,2.42.8+dfsg-1ubuntu0.2
2023-10-10T16:23:58,libgdk-pixbuf2.0-bin,amd64,2.42.8+dfsg-1ubuntu0.2
2023-10-10T16:23:58,libgdk-pixbuf2.0-common,all,2.42.8+dfsg-1ubuntu0.2
2023-10-10T16:23:58,libgdm1,amd64,42.0-1ubuntu7.22.04.3
2023-10-10T16:23:58,libgee-0.8-2,amd64,0.20.5-2
2023-10-10T16:23:58,libgegl-0.4-0,amd64,1:0.4.34-1build1
2023-10-10T16:23:58,libgegl-common,all,1:0.4.34-1build1
2023-10-10T16:23:58,libgeoclue-2-0,amd64,2.5.7-3ubuntu3
2023-10-10T16:23:58,libgeocode-glib0,amd64,3.26.2-2build2
2023-10-10T16:23:58,libgeos-c1v5,amd64,3.10.2-1
2023-10-10T16:23:58,libgeos3.10.2,amd64,3.10.2-1
2023-10-10T16:23:58,libgeotiff5,amd64,1.7.0-2build1
2023-10-10T16:23:58,libgexiv2-2,amd64,0.14.0-1build1
2023-10-10T16:23:58,libgfortran5,amd64,12.3.0-1ubuntu1~22.04
2023-10-10T16:23:58,libgif7,amd64,5.1.9-2build2
2023-10-10T16:23:58,libgimp2.0,amd64,2.10.30-1build1
2023-10-10T16:23:58,libgirepository-1.0-1,amd64,1.72.0-1
2023-10-10T16:23:58,libgjs0g,amd64,1.72.2-0ubuntu2
2023-10-10T16:23:58,libgl1,amd64,1.4.0-1
2023-10-10T16:23:58,libgl1,i386,1.4.0-1
2023-10-10T16:23:58,libgl1-amber-dri,amd64,21.3.9-0ubuntu1~22.04.1
2023-10-10T16:23:58,libgl1-mesa-dri,amd64,23.0.4-0ubuntu1~22.04.1
2023-10-10T16:23:58,libgl1-mesa-dri,i386,23.0.4-0ubuntu1~22.04.1
2023-10-10T16:23:58,libglapi-mesa,amd64,23.0.4-0ubuntu1~22.04.1
2023-10-10T16:23:58,libglapi-mesa,i386,23.0.4-0ubuntu1~22.04.1
2023-10-10T16:23:58,libgles2,amd64,1.4.0-1
2023-10-10T16:23:58,libglib-object-introspection-perl,amd64,0.049-1+build2
2023-10-10T16:23:58,libglib-perl,amd64,3:1.329.3-2build1
2023-10-10T16:23:58,libglib2.0-0,amd64,2.72.4-0ubuntu2.2
2023-10-10T16:23:58,libglib2.0-bin,amd64,2.72.4-0ubuntu2.2
2023-10-10T16:23:58,libglib2.0-data,all,2.72.4-0ubuntu2.2
2023-10-10T16:23:58,libglib2.0-dev,amd64,2.72.4-0ubuntu2.2
2023-10-10T16:23:58,libglib2.0-dev-bin,amd64,2.72.4-0ubuntu2.2
2023-10-10T16:23:58,libglibmm-2.4-1v5,amd64,2.66.2-2
2023-10-10T16:23:58,libglu1-mesa,amd64,9.0.2-1
2023-10-10T16:23:58,libglvnd0,amd64,1.4.0-1
2023-10-10T16:23:58,libglvnd0,i386,1.4.0-1
2023-10-10T16:23:58,libglx-mesa0,amd64,23.0.4-0ubuntu1~22.04.1
2023-10-10T16:23:58,libglx-mesa0,i386,23.0.4-0ubuntu1~22.04.1
2023-10-10T16:23:58,libglx0,amd64,1.4.0-1
2023-10-10T16:23:58,libglx0,i386,1.4.0-1
2023-10-10T16:23:58,libgme0,amd64,0.6.3-2
2023-10-10T16:23:58,libgmic1,amd64,2.9.4-4build1
2023-10-10T16:23:58,libgmp10,amd64,2:6.2.1+dfsg-3ubuntu1
2023-10-10T16:23:58,libgnome-autoar-0-0,amd64,0.4.3-1
2023-10-10T16:23:58,libgnome-bg-4-1,amd64,42.9-0ubuntu1
2023-10-10T16:23:58,libgnome-bluetooth-3.0-13,amd64,42.0-5
2023-10-10T16:23:58,libgnome-bluetooth13,amd64,3.34.5-8
2023-10-10T16:23:58,libgnome-desktop-3-19,amd64,42.9-0ubuntu1
2023-10-10T16:23:58,libgnome-desktop-4-1,amd64,42.9-0ubuntu1
2023-10-10T16:23:58,libgnome-menu-3-0,amd64,3.36.0-1ubuntu3
2023-10-10T16:23:58,libgnomekbd-common,all,3.26.1-2
2023-10-10T16:23:58,libgnomekbd8,amd64,3.26.1-2
2023-10-10T16:23:58,libgnutls30,amd64,3.7.3-4ubuntu1.2
2023-10-10T16:23:58,libgoa-1.0-0b,amd64,3.44.0-1ubuntu1
2023-10-10T16:23:58,libgoa-1.0-common,all,3.44.0-1ubuntu1
2023-10-10T16:23:58,libgoa-backend-1.0-1,amd64,3.44.0-1ubuntu1
2023-10-10T16:23:58,libgoffice-0.10-10,amd64,0.10.51-1
2023-10-10T16:23:58,libgoffice-0.10-10-common,all,0.10.51-1
2023-10-10T16:23:58,libgomp1,amd64,12.3.0-1ubuntu1~22.04
2023-10-10T16:23:58,libgpg-error-l10n,all,1.43-3
2023-10-10T16:23:58,libgpg-error0,amd64,1.43-3
2023-10-10T16:23:58,libgpg-error0,i386,1.43-3
2023-10-10T16:23:58,libgpgme11,amd64,1.16.0-1.2ubuntu4.1
2023-10-10T16:23:58,libgpgmepp6,amd64,1.16.0-1.2ubuntu4.1
2023-10-10T16:23:58,libgphoto2-6,amd64,2.5.27-1build2
2023-10-10T16:23:58,libgphoto2-l10n,all,2.5.27-1build2
2023-10-10T16:23:58,libgphoto2-port12,amd64,2.5.27-1build2
2023-10-10T16:23:58,libgpm2,amd64,1.20.7-10build1
2023-10-10T16:23:58,libgraphene-1.0-0,amd64,1.10.8-1
2023-10-10T16:23:58,libgraphicsmagick++-q16-12,amd64,1.4+really1.3.38-1ubuntu0.1
2023-10-10T16:23:58,libgraphicsmagick-q16-3,amd64,1.4+really1.3.38-1ubuntu0.1
2023-10-10T16:23:58,libgraphite2-3,amd64,1.3.14-1build2
2023-10-10T16:23:58,libgs9,amd64,9.55.0~dfsg1-0ubuntu5.4
2023-10-10T16:23:58,libgs9-common,all,9.55.0~dfsg1-0ubuntu5.4
2023-10-10T16:23:58,libgsf-1-114,amd64,1.14.47-1build2
2023-10-10T16:23:58,libgsf-1-common,all,1.14.47-1build2
2023-10-10T16:23:58,libgsl27,amd64,2.7.1+dfsg-3
2023-10-10T16:23:58,libgslcblas0,amd64,2.7.1+dfsg-3
2023-10-10T16:23:58,libgsm1,amd64,1.0.19-1
2023-10-10T16:23:58,libgsound0,amd64,1.0.3-2build1
2023-10-10T16:23:58,libgspell-1-2,amd64,1.9.1-4
2023-10-10T16:23:58,libgspell-1-common,all,1.9.1-4
2023-10-10T16:23:58,libgssapi-krb5-2,amd64,1.19.2-2ubuntu0.2
2023-10-10T16:23:58,libgssapi-krb5-2,i386,1.19.2-2ubuntu0.2
2023-10-10T16:23:58,libgssdp-1.2-0,amd64,1.4.0.1-2build1
2023-10-10T16:23:58,libgstreamer-gl1.0-0,amd64,1.20.1-1ubuntu0.1
2023-10-10T16:23:58,libgstreamer-plugins-base1.0-0,amd64,1.20.1-1ubuntu0.1
2023-10-10T16:23:58,libgstreamer-plugins-good1.0-0,amd64,1.20.3-0ubuntu1.1
2023-10-10T16:23:58,libgstreamer1.0-0,amd64,1.20.3-0ubuntu1
2023-10-10T16:23:58,libgtk-3-0,amd64,3.24.33-1ubuntu2
2023-10-10T16:23:58,libgtk-3-bin,amd64,3.24.33-1ubuntu2
2023-10-10T16:23:58,libgtk-3-common,all,3.24.33-1ubuntu2
2023-10-10T16:23:58,libgtk-4-1,amd64,4.6.9+ds-0ubuntu0.22.04.1
2023-10-10T16:23:58,libgtk-4-bin,amd64,4.6.9+ds-0ubuntu0.22.04.1
2023-10-10T16:23:58,libgtk-4-common,all,4.6.9+ds-0ubuntu0.22.04.1
2023-10-10T16:23:58,libgtk2.0-0,amd64,2.24.33-2ubuntu2
2023-10-10T16:23:58,libgtk2.0-bin,amd64,2.24.33-2ubuntu2
2023-10-10T16:23:58,libgtk2.0-common,all,2.24.33-2ubuntu2
2023-10-10T16:23:58,libgtk3-perl,all,0.038-1
2023-10-10T16:23:58,libgtkmm-3.0-1v5,amd64,3.24.5-1build1
2023-10-10T16:23:58,libgtksourceview-4-0,amd64,4.8.3-1
2023-10-10T16:23:58,libgtksourceview-4-common,all,4.8.3-1
2023-10-10T16:23:58,libgtop-2.0-11,amd64,2.40.0-2build3
2023-10-10T16:23:58,libgtop2-common,all,2.40.0-2build3
2023-10-10T16:23:58,libgts-0.7-5,amd64,0.7.6+darcs121130-5
2023-10-10T16:23:58,libgts-bin,amd64,0.7.6+darcs121130-5
2023-10-10T16:23:58,libguard-perl,amd64,1.023-1build7
2023-10-10T16:23:58,libgucharmap-2-90-7,amd64,1:14.0.3-1
2023-10-10T16:23:58,libgudev-1.0-0,amd64,1:237-2build1
2023-10-10T16:23:58,libgupnp-1.2-1,amd64,1.4.3-1
2023-10-10T16:23:58,libgupnp-av-1.0-3,amd64,0.14.0-3
2023-10-10T16:23:58,libgupnp-dlna-2.0-4,amd64,0.12.0-3
2023-10-10T16:23:58,libgusb2,amd64,0.3.10-1
2023-10-10T16:23:58,libgvc6,amd64,2.42.2-6
2023-10-10T16:23:58,libgvpr2,amd64,2.42.2-6
2023-10-10T16:23:58,libgweather-3-16,amd64,40.0-5build1
2023-10-10T16:23:58,libgweather-common,all,40.0-5build1
2023-10-10T16:23:58,libgxps2,amd64,0.3.2-2
2023-10-10T16:23:58,libhandy-1-0,amd64,1.6.1-1
2023-10-10T16:23:58,libharfbuzz-icu0,amd64,2.7.4-1ubuntu3.1
2023-10-10T16:23:58,libharfbuzz0b,amd64,2.7.4-1ubuntu3.1
2023-10-10T16:23:58,libhdf4-0-alt,amd64,4.2.15-4
2023-10-10T16:23:58,libhdf5-103-1,amd64,1.10.7+repack-4ubuntu2
2023-10-10T16:23:58,libhdf5-hl-100,amd64,1.10.7+repack-4ubuntu2
2023-10-10T16:23:58,libheif1,amd64,1.12.0-2build1
2023-10-10T16:23:58,libhogweed6,amd64,3.7.3-1build2
2023-10-10T16:23:58,libhpmud0,amd64,3.21.12+dfsg0-1
2023-10-10T16:23:58,libhsqldb1.8.0-java,all,1.8.0.10+dfsg-11
2023-10-10T16:23:58,libhtml-form-perl,all,6.07-1
2023-10-10T16:23:58,libhtml-format-perl,all,2.12-1.1
2023-10-10T16:23:58,libhtml-parser-perl,amd64,3.76-1build2
2023-10-10T16:23:58,libhtml-tagset-perl,all,3.20-4
2023-10-10T16:23:58,libhtml-tree-perl,all,5.07-2
2023-10-10T16:23:58,libhttp-cookies-perl,all,6.10-1
2023-10-10T16:23:58,libhttp-daemon-perl,all,6.13-1ubuntu0.1
2023-10-10T16:23:58,libhttp-date-perl,all,6.05-1
2023-10-10T16:23:58,libhttp-message-perl,all,6.36-1
2023-10-10T16:23:58,libhttp-negotiate-perl,all,6.01-1
2023-10-10T16:23:58,libhunspell-1.7-0,amd64,1.7.0-4build1
2023-10-10T16:23:58,libhyphen0,amd64,2.8.8-7build2
2023-10-10T16:23:58,libib-util,amd64,3.0.8.33535.ds4-1ubuntu2
2023-10-10T16:23:58,libibus-1.0-5,amd64,1.5.26-4
2023-10-10T16:23:58,libical3,amd64,3.0.14-1build1
2023-10-10T16:23:58,libice-dev,amd64,2:1.0.10-1build2
2023-10-10T16:23:58,libice6,amd64,2:1.0.10-1build2
2023-10-10T16:23:58,libicu70,amd64,70.1-2
2023-10-10T16:23:58,libicu70,i386,70.1-2
2023-10-10T16:23:58,libid3tag0,amd64,0.15.1b-14
2023-10-10T16:23:58,libidn12,amd64,1.38-4ubuntu1
2023-10-10T16:23:58,libidn2-0,amd64,2.3.2-2build1
2023-10-10T16:23:58,libidn2-0,i386,2.3.2-2build1
2023-10-10T16:23:58,libiec61883-0,amd64,1.2.0-4build3
2023-10-10T16:23:58,libieee1284-3,amd64,0.2.11-14build2
2023-10-10T16:23:58,libigdgmm12,amd64,22.1.2+ds1-1
2023-10-10T16:23:58,libijs-0.35,amd64,0.35-15build2
2023-10-10T16:23:58,libilmbase25,amd64,2.5.7-2
2023-10-10T16:23:58,libimagequant0,amd64,2.17.0-1
2023-10-10T16:23:58,libimlib2,amd64,1.7.4-1build1
2023-10-10T16:23:58,libimobiledevice6,amd64,1.3.0-6build3
2023-10-10T16:23:58,libini-config5,amd64,0.6.2-1
2023-10-10T16:23:58,libinih1,amd64,53-1ubuntu3
2023-10-10T16:23:58,libinput-bin,amd64,1.20.0-1ubuntu0.3
2023-10-10T16:23:58,libinput10,amd64,1.20.0-1ubuntu0.3
2023-10-10T16:23:58,libio-html-perl,all,1.004-2
2023-10-10T16:23:58,libio-socket-ssl-perl,all,2.074-2
2023-10-10T16:23:58,libio-stringy-perl,all,2.111-3
2023-10-10T16:23:58,libip4tc2,amd64,1.8.7-1ubuntu5.1
2023-10-10T16:23:58,libip6tc2,amd64,1.8.7-1ubuntu5.1
2023-10-10T16:23:58,libipa-hbac0,amd64,2.6.3-1ubuntu3.2
2023-10-10T16:23:58,libipc-system-simple-perl,all,1.30-1
2023-10-10T16:23:58,libipt2,amd64,2.0.5-1
2023-10-10T16:23:58,libisc-export1105,amd64,1:9.11.19+dfsg-2.1ubuntu3
2023-10-10T16:23:58,libisl23,amd64,0.24-2build1
2023-10-10T16:23:58,libitm1,amd64,12.3.0-1ubuntu1~22.04
2023-10-10T16:23:58,libiw-dev,amd64,30~pre9-13.1ubuntu4
2023-10-10T16:23:58,libiw30,amd64,30~pre9-13.1ubuntu4
2023-10-10T16:23:58,libixml10,amd64,1:1.8.4-2ubuntu2
2023-10-10T16:23:58,libjack-jackd2-0,amd64,1.9.20~dfsg-1
2023-10-10T16:23:58,libjansson4,amd64,2.13.1-1.1build3
2023-10-10T16:23:58,libjavascriptcoregtk-4.0-18,amd64,2.40.5-0ubuntu0.22.04.1
2023-10-10T16:23:58,libjbig0,amd64,2.1-3.1ubuntu0.22.04.1
2023-10-10T16:23:58,libjbig2dec0,amd64,0.19-3build2
2023-10-10T16:23:58,libjcat1,amd64,0.1.9-1
2023-10-10T16:23:58,libjpeg-progs,amd64,1:9d-1
2023-10-10T16:23:58,libjpeg-turbo8,amd64,2.1.2-0ubuntu1
2023-10-10T16:23:58,libjpeg8,amd64,8c-2ubuntu10
2023-10-10T16:23:58,libjpeg9,amd64,1:9d-1
2023-10-10T16:23:58,libjq1,amd64,1.6-2.1ubuntu3
2023-10-10T16:23:58,libjs-jquery,all,3.6.0+dfsg+~3.5.13-1
2023-10-10T16:23:58,libjs-sphinxdoc,all,4.3.2-1
2023-10-10T16:23:58,libjs-underscore,all,1.13.2~dfsg-2
2023-10-10T16:23:58,libjson-c5,amd64,0.15-3~ubuntu1.22.04.2
2023-10-10T16:23:58,libjson-glib-1.0-0,amd64,1.6.6-1build1
2023-10-10T16:23:58,libjson-glib-1.0-common,all,1.6.6-1build1
2023-10-10T16:23:58,libjson-xs-perl,amd64,4.030-1build3
2023-10-10T16:23:58,libjsoncpp25,amd64,1.9.5-3
2023-10-10T16:23:58,libjsp-api-java,all,2.3.4-3
2023-10-10T16:23:58,libjxr-tools,amd64,1.2~git20170615.f752187-5
2023-10-10T16:23:58,libjxr0,amd64,1.2~git20170615.f752187-5
2023-10-10T16:23:58,libk5crypto3,amd64,1.19.2-2ubuntu0.2
2023-10-10T16:23:58,libk5crypto3,i386,1.19.2-2ubuntu0.2
2023-10-10T16:23:58,libkate1,amd64,0.4.1-11build1
2023-10-10T16:23:58,libkeyutils1,amd64,1.6.1-2ubuntu3
2023-10-10T16:23:58,libkeyutils1,i386,1.6.1-2ubuntu3
2023-10-10T16:23:58,libkf5completion-data,all,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5completion5,amd64,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5config-bin,amd64,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5config-data,all,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5configcore5,amd64,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5configgui5,amd64,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5coreaddons-data,all,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5coreaddons5,amd64,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5crash5,amd64,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5guiaddons-bin,amd64,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5guiaddons-data,all,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5guiaddons5,amd64,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5i18n-data,all,5.92.0-0ubuntu2
2023-10-10T16:23:58,libkf5i18n5,amd64,5.92.0-0ubuntu2
2023-10-10T16:23:58,libkf5idletime5,amd64,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5itemviews-data,all,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5itemviews5,amd64,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5waylandclient5,amd64,4:5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5widgetsaddons-data,all,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5widgetsaddons5,amd64,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5windowsystem-data,all,5.92.0-0ubuntu1
2023-10-10T16:23:58,libkf5windowsystem5,amd64,5.92.0-0ubuntu1
2023-10-10T16:23:58,libklibc,amd64,2.0.10-4
2023-10-10T16:23:58,libkmlbase1,amd64,1.3.0-9
2023-10-10T16:23:58,libkmldom1,amd64,1.3.0-9
2023-10-10T16:23:58,libkmlengine1,amd64,1.3.0-9
2023-10-10T16:23:58,libkmod2,amd64,29-1ubuntu1
2023-10-10T16:23:58,libkpathsea6,amd64,2021.20210626.59705-1ubuntu0.1
2023-10-10T16:23:58,libkrb5-3,amd64,1.19.2-2ubuntu0.2
2023-10-10T16:23:58,libkrb5-3,i386,1.19.2-2ubuntu0.2
2023-10-10T16:23:58,libkrb5support0,amd64,1.19.2-2ubuntu0.2
2023-10-10T16:23:58,libkrb5support0,i386,1.19.2-2ubuntu0.2
2023-10-10T16:23:58,libksba8,amd64,1.6.0-2ubuntu0.2
2023-10-10T16:23:58,liblab-gamut1,amd64,2.42.2-6
2023-10-10T16:23:58,liblangtag-common,all,0.6.3-2ubuntu1
2023-10-10T16:23:58,liblangtag1,amd64,0.6.3-2ubuntu1
2023-10-10T16:23:58,liblapack3,amd64,3.10.0-2ubuntu1
2023-10-10T16:23:58,liblcms2-2,amd64,2.12~rc1-2build2
2023-10-10T16:23:58,liblcms2-utils,amd64,2.12~rc1-2build2
2023-10-10T16:23:58,libldap-2.5-0,amd64,2.5.16+dfsg-0ubuntu0.22.04.1
2023-10-10T16:23:58,libldap-common,all,2.5.16+dfsg-0ubuntu0.22.04.1
2023-10-10T16:23:58,libldb2,amd64,2:2.4.4-0ubuntu0.22.04.2
2023-10-10T16:23:58,liblept5,amd64,1.82.0-3build1
2023-10-10T16:23:58,liblibreoffice-java,all,1:7.3.7-0ubuntu0.22.04.3
2023-10-10T16:23:58,liblirc-client0,amd64,0.10.1-6.3ubuntu1
2023-10-10T16:23:58,libllvm15,amd64,1:15.0.7-0ubuntu0.22.04.3
2023-10-10T16:23:58,libllvm15,i386,1:15.0.7-0ubuntu0.22.04.3
2023-10-10T16:23:58,liblmdb0,amd64,0.9.24-1build2
2023-10-10T16:23:58,liblocale-gettext-perl,amd64,1.07-4build3
2023-10-10T16:23:58,liblouis-data,all,3.20.0-2ubuntu0.2
2023-10-10T16:23:58,liblouis20,amd64,3.20.0-2ubuntu0.2
2023-10-10T16:23:58,liblouisutdml-bin,amd64,2.10.0-4
2023-10-10T16:23:58,liblouisutdml-data,all,2.10.0-4
2023-10-10T16:23:58,liblouisutdml9,amd64,2.10.0-4
2023-10-10T16:23:58,liblqr-1-0,amd64,0.4.2-2.1
2023-10-10T16:23:58,liblsan0,amd64,12.3.0-1ubuntu1~22.04
2023-10-10T16:23:58,libltdl7,amd64,2.4.6-15build2
2023-10-10T16:23:58,liblttng-ust-common1,amd64,2.13.1-1ubuntu1
2023-10-10T16:23:58,liblttng-ust-ctl5,amd64,2.13.1-1ubuntu1
2023-10-10T16:23:58,liblttng-ust1,amd64,2.13.1-1ubuntu1
2023-10-10T16:23:58,liblua5.2-0,amd64,5.2.4-2
2023-10-10T16:23:58,liblwp-mediatypes-perl,all,6.04-1
2023-10-10T16:23:58,liblwp-protocol-https-perl,all,6.10-1
2023-10-10T16:23:58,liblz4-1,amd64,1.9.3-2build2
2023-10-10T16:23:58,liblz4-1,i386,1.9.3-2build2
2023-10-10T16:23:58,liblzma5,amd64,5.2.5-2ubuntu1
2023-10-10T16:23:58,liblzma5,i386,5.2.5-2ubuntu1
2023-10-10T16:23:58,liblzo2-2,amd64,2.10-2build3
2023-10-10T16:23:58,libmad0,amd64,0.15.1b-10ubuntu1
2023-10-10T16:23:58,libmagic-mgc,amd64,1:5.41-3ubuntu0.1
2023-10-10T16:23:58,libmagic1,amd64,1:5.41-3ubuntu0.1
2023-10-10T16:23:58,libmagickcore-6.q16-6,amd64,8:6.9.11.60+dfsg-1.3ubuntu0.22.04.3
2023-10-10T16:23:58,libmagickcore-6.q16-6-extra,amd64,8:6.9.11.60+dfsg-1.3ubuntu0.22.04.3
2023-10-10T16:23:58,libmagickwand-6.q16-6,amd64,8:6.9.11.60+dfsg-1.3ubuntu0.22.04.3
2023-10-10T16:23:58,libmailtools-perl,all,2.21-1
2023-10-10T16:23:58,libmanette-0.2-0,amd64,0.2.6-3build1
2023-10-10T16:23:58,libmatroska7,amd64,1.6.3-2
2023-10-10T16:23:58,libmaxminddb0,amd64,1.5.2-1build2
2023-10-10T16:23:58,libmbim-glib4,amd64,1.28.0-1~ubuntu20.04.1
2023-10-10T16:23:58,libmbim-proxy,amd64,1.28.0-1~ubuntu20.04.1
2023-10-10T16:23:58,libmd0,amd64,1.0.4-1build1
2023-10-10T16:23:58,libmd0,i386,1.0.4-1build1
2023-10-10T16:23:58,libmd4c0,amd64,0.4.8-1
2023-10-10T16:23:58,libmediaart-2.0-0,amd64,1.9.5-2build1
2023-10-10T16:23:58,libmetis5,amd64,5.1.0.dfsg-7build2
2023-10-10T16:23:58,libmfx1,amd64,22.3.0-1
2023-10-10T16:23:58,libmhash2,amd64,0.9.9.9-9build2
2023-10-10T16:23:58,libminizip1,amd64,1.1-8build1
2023-10-10T16:23:58,libmm-glib0,amd64,1.20.0-1~ubuntu22.04.2
2023-10-10T16:23:58,libmng2,amd64,2.0.3+dfsg-3
2023-10-10T16:23:58,libmnl0,amd64,1.0.4-3build2
2023-10-10T16:23:58,libmount-dev,amd64,2.37.2-4ubuntu3
2023-10-10T16:23:58,libmount1,amd64,2.37.2-4ubuntu3
2023-10-10T16:23:58,libmozjs-91-0,amd64,91.10.0-0ubuntu1
2023-10-10T16:23:58,libmp3lame0,amd64,3.100-3build2
2023-10-10T16:23:58,libmpc3,amd64,1.2.1-2build1
2023-10-10T16:23:58,libmpcdec6,amd64,2:0.1~r495-2
2023-10-10T16:23:58,libmpdclient-dev,amd64,2.20-1
2023-10-10T16:23:58,libmpdclient2,amd64,2.20-1
2023-10-10T16:23:58,libmpdec3,amd64,2.5.1-2build2
2023-10-10T16:23:58,libmpeg2-4,amd64,0.5.1-9
2023-10-10T16:23:58,libmpfr6,amd64,4.1.0-3build3
2023-10-10T16:23:58,libmpg123-0,amd64,1.29.3-1build1
2023-10-10T16:23:58,libmspub-0.1-1,amd64,0.1.4-3build3
2023-10-10T16:23:58,libmtdev1,amd64,1.1.6-1build4
2023-10-10T16:23:58,libmtp-common,all,1.1.19-1build1
2023-10-10T16:23:58,libmtp-runtime,amd64,1.1.19-1build1
2023-10-10T16:23:58,libmtp9,amd64,1.1.19-1build1
2023-10-10T16:23:58,libmutter-10-0,amd64,42.9-0ubuntu4
2023-10-10T16:23:58,libmwaw-0.3-3,amd64,0.3.21-1build1
2023-10-10T16:23:58,libmypaint-1.5-1,amd64,1.6.0-2
2023-10-10T16:23:58,libmypaint-common,all,1.6.0-2
2023-10-10T16:23:58,libmysofa1,amd64,1.2.1~dfsg0-1
2023-10-10T16:23:58,libmysqlclient21,amd64,8.0.34-0ubuntu0.22.04.1
2023-10-10T16:23:58,libmythes-1.2-0,amd64,2:1.2.4-4build1
2023-10-10T16:23:58,libnautilus-extension1a,amd64,1:42.6-0ubuntu1
2023-10-10T16:23:58,libncurses6,amd64,6.3-2ubuntu0.1
2023-10-10T16:23:58,libncursesw6,amd64,6.3-2ubuntu0.1
2023-10-10T16:23:58,libndp0,amd64,1.8-0ubuntu3
2023-10-10T16:23:58,libnet-dbus-perl,amd64,1.2.0-1build3
2023-10-10T16:23:58,libnet-http-perl,all,6.22-1
2023-10-10T16:23:58,libnet-smtp-ssl-perl,all,1.04-1
2023-10-10T16:23:58,libnet-ssleay-perl,amd64,1.92-1build2
2023-10-10T16:23:58,libnetcdf19,amd64,1:4.8.1-1
2023-10-10T16:23:58,libnetfilter-conntrack3,amd64,1.0.9-1
2023-10-10T16:23:58,libnetpbm10,amd64,2:10.0-15.4
2023-10-10T16:23:58,libnetplan0,amd64,0.105-0ubuntu2~22.04.3
2023-10-10T16:23:58,libnettle8,amd64,3.7.3-1build2
2023-10-10T16:23:58,libnewt0.52,amd64,0.52.21-5ubuntu2
2023-10-10T16:23:58,libnfnetlink0,amd64,1.0.1-3build3
2023-10-10T16:23:58,libnfs13,amd64,4.0.0-1build2
2023-10-10T16:23:58,libnfsidmap1,amd64,1:2.6.1-1ubuntu1.2
