Name,Platform,Version
2023-10-10T16:26:08,fontconfig-config,all,2.13.1-4.2ubuntu5
2023-10-10T16:26:08,fonts-beng,all,2:1.3
2023-10-10T16:26:08,fonts-beng-extra,all,3.2.1-1
2023-10-10T16:26:08,fonts-crosextra-caladea,all,20130214-2.1
2023-10-10T16:26:08,fonts-crosextra-carlito,all,20130920-1.1
2023-10-10T16:26:08,fonts-dejavu,all,2.37-2build1
2023-10-10T16:26:08,fonts-dejavu-core,all,2.37-2build1
2023-10-10T16:26:08,fonts-dejavu-extra,all,2.37-2build1
2023-10-10T16:26:08,fonts-deva,all,2:1.3
2023-10-10T16:26:08,fonts-deva-extra,all,3.0-5
2023-10-10T16:26:08,fonts-droid-fallback,all,1:6.0.1r16-1.1build1
2023-10-10T16:26:08,fonts-freefont-ttf,all,20120503-10build1
2023-10-10T16:26:08,fonts-gargi,all,2.0-5
2023-10-10T16:26:08,fonts-gubbi,all,1.3-5build1
2023-10-10T16:26:08,fonts-gujr,all,2:1.4
2023-10-10T16:26:08,fonts-gujr-extra,all,1.0.1-1
2023-10-10T16:26:08,fonts-guru,all,2:1.3
2023-10-10T16:26:08,fonts-guru-extra,all,2.0-5
2023-10-10T16:26:08,fonts-indic,all,2:1.4
2023-10-10T16:26:08,fonts-kacst,all,2.01+mry-15
2023-10-10T16:26:08,fonts-kacst-one,all,5.0+svn11846-10
2023-10-10T16:26:08,fonts-kalapi,all,1.0-4
2023-10-10T16:26:08,fonts-khmeros-core,all,5.0-9ubuntu1
2023-10-10T16:26:08,fonts-knda,all,2:1.3
2023-10-10T16:26:08,fonts-lao,all,0.0.20060226-10ubuntu2
2023-10-10T16:26:08,fonts-liberation,all,1:1.07.4-11
2023-10-10T16:26:08,fonts-liberation2,all,2.1.5-1
2023-10-10T16:26:08,fonts-linuxlibertine,all,5.3.0-6
2023-10-10T16:26:08,fonts-lklug-sinhala,all,0.6-4
2023-10-10T16:26:08,fonts-lohit-beng-assamese,all,2.91.5-2
2023-10-10T16:26:08,fonts-lohit-beng-bengali,all,2.91.5-2
2023-10-10T16:26:08,fonts-lohit-deva,all,2.95.4-4
2023-10-10T16:26:08,fonts-lohit-gujr,all,2.92.4-4
2023-10-10T16:26:08,fonts-lohit-guru,all,2.91.2-2build1
2023-10-10T16:26:08,fonts-lohit-knda,all,2.5.4-3
2023-10-10T16:26:08,fonts-lohit-mlym,all,2.92.2-2
2023-10-10T16:26:08,fonts-lohit-orya,all,2.91.2-2
2023-10-10T16:26:08,fonts-lohit-taml,all,2.91.3-2
2023-10-10T16:26:08,fonts-lohit-taml-classical,all,2.5.4-2
2023-10-10T16:26:08,fonts-lohit-telu,all,2.5.5-2build1
2023-10-10T16:26:08,fonts-mlym,all,2:1.3
2023-10-10T16:26:08,fonts-nakula,all,1.0-4
2023-10-10T16:26:08,fonts-navilu,all,1.2-3
2023-10-10T16:26:08,fonts-noto-cjk,all,1:20220127+repack1-1
2023-10-10T16:26:08,fonts-noto-color-emoji,all,2.038-0ubuntu1
2023-10-10T16:26:08,fonts-noto-core,all,20201225-1build1
2023-10-10T16:26:08,fonts-noto-extra,all,20201225-1build1
2023-10-10T16:26:08,fonts-noto-mono,all,20201225-1build1
2023-10-10T16:26:08,fonts-noto-ui-core,all,20201225-1build1
2023-10-10T16:26:08,fonts-opensymbol,all,2:102.12+LibO7.3.7-0ubuntu0.22.04.3
2023-10-10T16:26:08,fonts-orya,all,2:1.3
2023-10-10T16:26:08,fonts-orya-extra,all,2.0-6
2023-10-10T16:26:08,fonts-pagul,all,1.0-8
2023-10-10T16:26:08,fonts-sahadeva,all,1.0-5
2023-10-10T16:26:08,fonts-samyak-deva,all,1.2.2-5build1
2023-10-10T16:26:08,fonts-samyak-gujr,all,1.2.2-5build1
2023-10-10T16:26:08,fonts-samyak-mlym,all,1.2.2-5build1
2023-10-10T16:26:08,fonts-samyak-taml,all,1.2.2-5build1
2023-10-10T16:26:08,fonts-sarai,all,1.0-3
2023-10-10T16:26:08,fonts-sil-abyssinica,all,2.100-3
2023-10-10T16:26:08,fonts-sil-gentium,all,20081126:1.03-4
2023-10-10T16:26:08,fonts-sil-gentium-basic,all,1.102-1.1
2023-10-10T16:26:08,fonts-sil-padauk,all,5.000-3
2023-10-10T16:26:08,fonts-smc,all,1:7.2
2023-10-10T16:26:08,fonts-smc-anjalioldlipi,all,7.1.2-2
2023-10-10T16:26:08,fonts-smc-chilanka,all,1.540-1
2023-10-10T16:26:08,fonts-smc-dyuthi,all,3.0.2-2
2023-10-10T16:26:08,fonts-smc-gayathri,all,1.110-2-1
2023-10-10T16:26:08,fonts-smc-karumbi,all,1.1.2-2
2023-10-10T16:26:08,fonts-smc-keraleeyam,all,3.0.2-2
2023-10-10T16:26:08,fonts-smc-manjari,all,2.000-3
2023-10-10T16:26:08,fonts-smc-meera,all,7.0.3-1
2023-10-10T16:26:08,fonts-smc-rachana,all,7.0.2-1build1
2023-10-10T16:26:08,fonts-smc-raghumalayalamsans,all,2.2.1-1
2023-10-10T16:26:08,fonts-smc-suruma,all,3.2.3-1
2023-10-10T16:26:08,fonts-smc-uroob,all,2.0.2-1
2023-10-10T16:26:08,fonts-taml,all,2:1.4
2023-10-10T16:26:08,fonts-telu,all,2:1.3
2023-10-10T16:26:08,fonts-telu-extra,all,2.0-5
2023-10-10T16:26:08,fonts-teluguvijayam,all,2.1-1
2023-10-10T16:26:08,fonts-thai-tlwg,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tibetan-machine,all,1.901b-6
2023-10-10T16:26:08,fonts-tlwg-garuda,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-garuda-ttf,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-kinnari,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-kinnari-ttf,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-laksaman,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-laksaman-ttf,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-loma,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-loma-ttf,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-mono,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-mono-ttf,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-norasi,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-norasi-ttf,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-purisa,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-purisa-ttf,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-sawasdee,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-sawasdee-ttf,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-typewriter,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-typewriter-ttf,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-typist,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-typist-ttf,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-typo,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-typo-ttf,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-umpush,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-umpush-ttf,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-waree,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-tlwg-waree-ttf,all,1:0.7.3-1
2023-10-10T16:26:08,fonts-ubuntu,all,0.83-6ubuntu1
2023-10-10T16:26:08,fonts-urw-base35,all,20200910-1
2023-10-10T16:26:08,fonts-yrsa-rasa,all,2.005-1
2023-10-10T16:26:08,foomatic-db-compressed-ppds,all,20220223-0ubuntu1
2023-10-10T16:26:08,fprintd,amd64,1.94.2-1ubuntu0.22.04.1
2023-10-10T16:26:08,friendly-recovery,all,0.2.42
2023-10-10T16:26:08,ftp,all,20210827-4build1
2023-10-10T16:26:08,fuse,amd64,2.9.9-5ubuntu2
2023-10-10T16:26:08,fuse3,amd64,3.10.5-1build1
2023-10-10T16:26:08,fwupd,amd64,1.7.9-1~22.04.3
2023-10-10T16:26:08,fwupd-signed,amd64,1.51.1~22.04.1+1.4-0ubuntu0.1
2023-10-10T16:26:08,fzf,amd64,0.29.0-1
2023-10-10T16:26:08,g++,amd64,4:11.2.0-1ubuntu1
2023-10-10T16:26:08,g++-11,amd64,11.4.0-1ubuntu1~22.04
2023-10-10T16:26:08,gamemode,amd64,1.6.1-1build2
2023-10-10T16:26:08,gamemode-daemon,amd64,1.6.1-1build2
2023-10-10T16:26:08,gamin,amd64,0.1.10-6
2023-10-10T16:26:08,gcc,amd64,4:11.2.0-1ubuntu1
2023-10-10T16:26:08,gcc-11,amd64,11.4.0-1ubuntu1~22.04
2023-10-10T16:26:08,gcc-11-base,amd64,11.4.0-1ubuntu1~22.04
2023-10-10T16:26:08,gcc-12,amd64,12.3.0-1ubuntu1~22.04
2023-10-10T16:26:08,gcc-12-base,amd64,12.3.0-1ubuntu1~22.04
2023-10-10T16:26:08,gcc-12-base,i386,12.3.0-1ubuntu1~22.04
2023-10-10T16:26:08,gcc-9,amd64,9.5.0-1ubuntu1~22.04
2023-10-10T16:26:08,gcc-9-base,amd64,9.5.0-1ubuntu1~22.04
2023-10-10T16:26:08,gcr,amd64,3.40.0-4
2023-10-10T16:26:08,gdal-data,all,3.4.1+dfsg-1build4
2023-10-10T16:26:08,gdb,amd64,12.1-0ubuntu1~22.04
2023-10-10T16:26:08,gdisk,amd64,1.0.8-4build1
2023-10-10T16:26:08,gdm3,amd64,42.0-1ubuntu7.22.04.3
2023-10-10T16:26:08,gedit,amd64,41.0-3
2023-10-10T16:26:08,gedit-common,all,41.0-3
2023-10-10T16:26:08,geoclue-2.0,amd64,2.5.7-3ubuntu3
2023-10-10T16:26:08,gettext-base,amd64,0.21-4ubuntu4
2023-10-10T16:26:08,ghostscript,amd64,9.55.0~dfsg1-0ubuntu5.4
2023-10-10T16:26:08,ghostscript-x,amd64,9.55.0~dfsg1-0ubuntu5.4
2023-10-10T16:26:08,gimp,amd64,2.10.30-1build1
2023-10-10T16:26:08,gimp-data,all,2.10.30-1build1
2023-10-10T16:26:08,gimp-help-common,all,2.10.0-1
2023-10-10T16:26:08,gimp-help-en,all,2.10.0-1
2023-10-10T16:26:08,gir1.2-accountsservice-1.0,amd64,22.07.5-2ubuntu1.4
2023-10-10T16:26:08,gir1.2-adw-1,amd64,1.1.7-0ubuntu0.22.04.1
2023-10-10T16:26:08,gir1.2-atk-1.0,amd64,2.36.0-3build1
2023-10-10T16:26:08,gir1.2-atspi-2.0,amd64,2.44.0-3
2023-10-10T16:26:08,gir1.2-freedesktop,amd64,1.72.0-1
2023-10-10T16:26:08,gir1.2-gck-1,amd64,3.40.0-4
2023-10-10T16:26:08,gir1.2-gcr-3,amd64,3.40.0-4
2023-10-10T16:26:08,gir1.2-gdesktopenums-3.0,amd64,42.0-1ubuntu1
2023-10-10T16:26:08,gir1.2-gdkpixbuf-2.0,amd64,2.42.8+dfsg-1ubuntu0.2
2023-10-10T16:26:08,gir1.2-gdm-1.0,amd64,42.0-1ubuntu7.22.04.3
2023-10-10T16:26:08,gir1.2-geoclue-2.0,amd64,2.5.7-3ubuntu3
2023-10-10T16:26:08,gir1.2-glib-2.0,amd64,1.72.0-1
2023-10-10T16:26:08,gir1.2-gmenu-3.0,amd64,3.36.0-1ubuntu3
2023-10-10T16:26:08,gir1.2-gnomebluetooth-3.0,amd64,42.0-5
2023-10-10T16:26:08,gir1.2-gnomedesktop-3.0,amd64,42.9-0ubuntu1
2023-10-10T16:26:08,gir1.2-goa-1.0,amd64,3.44.0-1ubuntu1
2023-10-10T16:26:08,gir1.2-graphene-1.0,amd64,1.10.8-1
2023-10-10T16:26:08,gir1.2-gstreamer-1.0,amd64,1.20.3-0ubuntu1
2023-10-10T16:26:08,gir1.2-gtk-3.0,amd64,3.24.33-1ubuntu2
2023-10-10T16:26:08,gir1.2-gtk-4.0,amd64,4.6.9+ds-0ubuntu0.22.04.1
2023-10-10T16:26:08,gir1.2-gtksource-4,amd64,4.8.3-1
2023-10-10T16:26:08,gir1.2-gweather-3.0,amd64,40.0-5build1
2023-10-10T16:26:08,gir1.2-handy-1,amd64,1.6.1-1
2023-10-10T16:26:08,gir1.2-harfbuzz-0.0,amd64,2.7.4-1ubuntu3.1
2023-10-10T16:26:08,gir1.2-ibus-1.0,amd64,1.5.26-4
2023-10-10T16:26:08,gir1.2-javascriptcoregtk-4.0,amd64,2.40.5-0ubuntu0.22.04.1
2023-10-10T16:26:08,gir1.2-json-1.0,amd64,1.6.6-1build1
2023-10-10T16:26:08,gir1.2-mutter-10,amd64,42.9-0ubuntu4
2023-10-10T16:26:08,gir1.2-nm-1.0,amd64,1.36.6-0ubuntu2
2023-10-10T16:26:08,gir1.2-nma-1.0,amd64,1.8.34-1ubuntu1
2023-10-10T16:26:08,gir1.2-notify-0.7,amd64,0.7.9-3ubuntu5.22.04.1
2023-10-10T16:26:08,gir1.2-packagekitglib-1.0,amd64,1.2.5-2ubuntu2
2023-10-10T16:26:08,gir1.2-pango-1.0,amd64,1.50.6+ds-2ubuntu1
2023-10-10T16:26:08,gir1.2-peas-1.0,amd64,1.32.0-1
2023-10-10T16:26:08,gir1.2-polkit-1.0,amd64,0.105-33
2023-10-10T16:26:08,gir1.2-rsvg-2.0,amd64,2.52.5+dfsg-3ubuntu0.2
2023-10-10T16:26:08,gir1.2-secret-1,amd64,0.20.5-2
2023-10-10T16:26:08,gir1.2-snapd-1,amd64,1.60-0ubuntu1
2023-10-10T16:26:08,gir1.2-soup-2.4,amd64,2.74.2-3
2023-10-10T16:26:08,gir1.2-upowerglib-1.0,amd64,0.99.17-1
2023-10-10T16:26:08,gir1.2-vte-2.91,amd64,0.68.0-1
2023-10-10T16:26:08,gir1.2-webkit2-4.0,amd64,2.40.5-0ubuntu0.22.04.1
2023-10-10T16:26:08,gir1.2-wnck-3.0,amd64,40.1-1
2023-10-10T16:26:08,git,amd64,1:2.34.1-1ubuntu1.10
2023-10-10T16:26:08,git-man,all,1:2.34.1-1ubuntu1.10
2023-10-10T16:26:08,gjs,amd64,1.72.2-0ubuntu2
2023-10-10T16:26:08,gkbd-capplet,amd64,3.26.1-2
2023-10-10T16:26:08,glib-networking,amd64,2.72.0-1
2023-10-10T16:26:08,glib-networking-common,all,2.72.0-1
2023-10-10T16:26:08,glib-networking-services,amd64,2.72.0-1
2023-10-10T16:26:08,gnome-accessibility-themes,all,3.28-1ubuntu3
2023-10-10T16:26:08,gnome-bluetooth,amd64,3.34.5-8
2023-10-10T16:26:08,gnome-bluetooth-3-common,all,42.0-5
2023-10-10T16:26:08,gnome-bluetooth-common,all,3.34.5-8
2023-10-10T16:26:08,gnome-calculator,amd64,1:41.1-2ubuntu2
2023-10-10T16:26:08,gnome-characters,amd64,41.0-4
2023-10-10T16:26:08,gnome-control-center,amd64,1:41.7-0ubuntu0.22.04.7
2023-10-10T16:26:08,gnome-control-center-data,all,1:41.7-0ubuntu0.22.04.7
2023-10-10T16:26:08,gnome-control-center-faces,all,1:41.7-0ubuntu0.22.04.7
2023-10-10T16:26:08,gnome-desktop3-data,all,42.9-0ubuntu1
2023-10-10T16:26:08,gnome-disk-utility,amd64,42.0-1ubuntu1
2023-10-10T16:26:08,gnome-font-viewer,amd64,41.0-2
2023-10-10T16:26:08,gnome-initial-setup,amd64,42.0.1-1ubuntu2.3
2023-10-10T16:26:08,gnome-keyring,amd64,40.0-3ubuntu3
2023-10-10T16:26:08,gnome-keyring-pkcs11,amd64,40.0-3ubuntu3
2023-10-10T16:26:08,gnome-logs,amd64,42.0-1
2023-10-10T16:26:08,gnome-menus,amd64,3.36.0-1ubuntu3
2023-10-10T16:26:08,gnome-online-accounts,amd64,3.44.0-1ubuntu1
2023-10-10T16:26:08,gnome-power-manager,amd64,3.32.0-2build2
2023-10-10T16:26:08,gnome-remote-desktop,amd64,42.9-0ubuntu0.22.04.1
2023-10-10T16:26:08,gnome-session-bin,amd64,42.0-1ubuntu2
2023-10-10T16:26:08,gnome-session-canberra,amd64,0.30-10ubuntu1.22.04.1
2023-10-10T16:26:08,gnome-session-common,all,42.0-1ubuntu2
2023-10-10T16:26:08,gnome-settings-daemon,amd64,42.1-1ubuntu2.2
2023-10-10T16:26:08,gnome-settings-daemon-common,all,42.1-1ubuntu2.2
2023-10-10T16:26:08,gnome-shell,amd64,42.9-0ubuntu2
2023-10-10T16:26:08,gnome-shell-common,all,42.9-0ubuntu2
2023-10-10T16:26:08,gnome-shell-extension-appindicator,all,42-2~fakesync1
2023-10-10T16:26:08,gnome-shell-extension-desktop-icons-ng,all,43-2ubuntu1
2023-10-10T16:26:08,gnome-shell-extension-ubuntu-dock,all,72~ubuntu5.22.04.2.1
2023-10-10T16:26:08,gnome-startup-applications,amd64,42.0-1ubuntu2
2023-10-10T16:26:08,gnome-system-monitor,amd64,42.0-1
2023-10-10T16:26:08,gnome-terminal,amd64,3.44.0-1ubuntu1
2023-10-10T16:26:08,gnome-terminal-data,all,3.44.0-1ubuntu1
2023-10-10T16:26:08,gnome-themes-extra,amd64,3.28-1ubuntu3
2023-10-10T16:26:08,gnome-themes-extra-data,all,3.28-1ubuntu3
2023-10-10T16:26:08,gnome-user-docs,all,41.5-1ubuntu2
2023-10-10T16:26:08,gnome-video-effects,all,0.5.0-1ubuntu1
2023-10-10T16:26:08,gnumeric,amd64,1.12.51-1
2023-10-10T16:26:08,gnumeric-common,all,1.12.51-1
2023-10-10T16:26:08,gnumeric-doc,all,1.12.51-1
2023-10-10T16:26:08,gnupg,all,2.2.27-3ubuntu2.1
2023-10-10T16:26:08,gnupg-l10n,all,2.2.27-3ubuntu2.1
2023-10-10T16:26:08,gnupg-utils,amd64,2.2.27-3ubuntu2.1
2023-10-10T16:26:08,gpg,amd64,2.2.27-3ubuntu2.1
2023-10-10T16:26:08,gpg-agent,amd64,2.2.27-3ubuntu2.1
2023-10-10T16:26:08,gpg-wks-client,amd64,2.2.27-3ubuntu2.1
2023-10-10T16:26:08,gpg-wks-server,amd64,2.2.27-3ubuntu2.1
2023-10-10T16:26:08,gpgconf,amd64,2.2.27-3ubuntu2.1
2023-10-10T16:26:08,gpgsm,amd64,2.2.27-3ubuntu2.1
2023-10-10T16:26:08,gpgv,amd64,2.2.27-3ubuntu2.1
2023-10-10T16:26:08,graphviz,amd64,2.42.2-6
2023-10-10T16:26:08,grep,amd64,3.7-1build1
2023-10-10T16:26:08,groff-base,amd64,1.22.4-8build1
2023-10-10T16:26:08,grub-common,amd64,2.06-2ubuntu7.2
2023-10-10T16:26:08,grub-efi-amd64-bin,amd64,2.06-2ubuntu14.4
2023-10-10T16:26:08,grub-efi-amd64-signed,amd64,1.187.6+2.06-2ubuntu14.4
2023-10-10T16:26:08,grub-gfxpayload-lists,amd64,0.7
2023-10-10T16:26:08,grub-pc,amd64,2.06-2ubuntu7.2
2023-10-10T16:26:08,grub-pc-bin,amd64,2.06-2ubuntu7.2
2023-10-10T16:26:08,grub2-common,amd64,2.06-2ubuntu7.2
2023-10-10T16:26:08,gsettings-desktop-schemas,all,42.0-1ubuntu1
2023-10-10T16:26:08,gsettings-ubuntu-schemas,all,0.0.7+21.10.20210712-0ubuntu2
2023-10-10T16:26:08,gsfonts,all,1:8.11+urwcyr1.0.7~pre44-4.5
2023-10-10T16:26:08,gstreamer1.0-alsa,amd64,1.20.1-1ubuntu0.1
2023-10-10T16:26:08,gstreamer1.0-clutter-3.0,amd64,3.0.27-2ubuntu1
2023-10-10T16:26:08,gstreamer1.0-gl,amd64,1.20.1-1ubuntu0.1
2023-10-10T16:26:08,gstreamer1.0-gtk3,amd64,1.20.3-0ubuntu1.1
2023-10-10T16:26:08,gstreamer1.0-packagekit,amd64,1.2.5-2ubuntu2
2023-10-10T16:26:08,gstreamer1.0-pipewire,amd64,0.3.48-1ubuntu3
2023-10-10T16:26:08,gstreamer1.0-plugins-base,amd64,1.20.1-1ubuntu0.1
2023-10-10T16:26:08,gstreamer1.0-plugins-base-apps,amd64,1.20.1-1ubuntu0.1
2023-10-10T16:26:08,gstreamer1.0-plugins-good,amd64,1.20.3-0ubuntu1.1
2023-10-10T16:26:08,gstreamer1.0-pulseaudio,amd64,1.20.3-0ubuntu1.1
2023-10-10T16:26:08,gstreamer1.0-tools,amd64,1.20.3-0ubuntu1
2023-10-10T16:26:08,gstreamer1.0-x,amd64,1.20.1-1ubuntu0.1
2023-10-10T16:26:08,gtk-update-icon-cache,amd64,3.24.33-1ubuntu2
2023-10-10T16:26:08,gtk2-engines,amd64,1:2.20.2-5build2
2023-10-10T16:26:08,gtk2-engines-murrine,amd64,0.98.2-3build2
2023-10-10T16:26:08,gtk2-engines-pixbuf,amd64,2.24.33-2ubuntu2
2023-10-10T16:26:08,gucharmap,amd64,1:14.0.3-1
2023-10-10T16:26:08,gvfs,amd64,1.48.2-0ubuntu1
2023-10-10T16:26:08,gvfs-backends,amd64,1.48.2-0ubuntu1
2023-10-10T16:26:08,gvfs-common,all,1.48.2-0ubuntu1
2023-10-10T16:26:08,gvfs-daemons,amd64,1.48.2-0ubuntu1
2023-10-10T16:26:08,gvfs-fuse,amd64,1.48.2-0ubuntu1
2023-10-10T16:26:08,gvfs-libs,amd64,1.48.2-0ubuntu1
2023-10-10T16:26:08,gzip,amd64,1.10-4ubuntu4.1
2023-10-10T16:26:08,hdparm,amd64,9.60+ds-1build3
2023-10-10T16:26:08,hicolor-icon-theme,all,0.17-2
2023-10-10T16:26:08,hostname,amd64,3.23ubuntu2
2023-10-10T16:26:08,hplip,amd64,3.21.12+dfsg0-1
2023-10-10T16:26:08,hplip-data,all,3.21.12+dfsg0-1
2023-10-10T16:26:08,humanity-icon-theme,all,0.6.16
2023-10-10T16:26:08,hunspell-en-au,all,1:2020.12.07-2
2023-10-10T16:26:08,hunspell-en-ca,all,1:2020.12.07-2
2023-10-10T16:26:08,hunspell-en-gb,all,1:7.2.0-2
2023-10-10T16:26:08,hunspell-en-us,all,1:2020.12.07-2
2023-10-10T16:26:08,hunspell-en-za,all,1:7.2.0-2
2023-10-10T16:26:08,hunspell-pt-br,all,1:7.2.0-2
2023-10-10T16:26:08,hyphen-en-ca,all,0.10
2023-10-10T16:26:08,hyphen-en-gb,all,1:7.2.0-2
2023-10-10T16:26:08,hyphen-en-us,all,2.8.8-7build2
2023-10-10T16:26:08,hyphen-pt-br,all,1:7.2.0-2
2023-10-10T16:26:08,i3,amd64,4.20.1-1
2023-10-10T16:26:08,i3-wm,amd64,4.20.1-1
2023-10-10T16:26:08,i3lock,amd64,2.13-1
2023-10-10T16:26:08,i3status,amd64,2.13-3
2023-10-10T16:26:08,i965-va-driver,amd64,2.4.1+dfsg1-1
2023-10-10T16:26:08,ibus,amd64,1.5.26-4
2023-10-10T16:26:08,ibus-data,all,1.5.26-4
2023-10-10T16:26:08,ibus-gtk,amd64,1.5.26-4
2023-10-10T16:26:08,ibus-gtk3,amd64,1.5.26-4
2023-10-10T16:26:08,ibus-gtk4,amd64,1.5.26-4
2023-10-10T16:26:08,ibus-table,all,1.16.7-1
2023-10-10T16:26:08,icc-profiles-free,all,2.0.1+dfsg-1.1
2023-10-10T16:26:08,iio-sensor-proxy,amd64,3.3-0ubuntu6
2023-10-10T16:26:08,im-config,all,0.50-2ubuntu22.04.1
2023-10-10T16:26:08,imagemagick,amd64,8:6.9.11.60+dfsg-1.3ubuntu0.22.04.3
2023-10-10T16:26:08,imagemagick-6-common,all,8:6.9.11.60+dfsg-1.3ubuntu0.22.04.3
2023-10-10T16:26:08,imagemagick-6.q16,amd64,8:6.9.11.60+dfsg-1.3ubuntu0.22.04.3
2023-10-10T16:26:08,info,amd64,6.8-4build1
2023-10-10T16:26:08,init,amd64,1.62
2023-10-10T16:26:08,init-system-helpers,all,1.62
2023-10-10T16:26:08,initramfs-tools,all,0.140ubuntu13.4
2023-10-10T16:26:08,initramfs-tools-bin,amd64,0.140ubuntu13.4
2023-10-10T16:26:08,initramfs-tools-core,all,0.140ubuntu13.4
2023-10-10T16:26:08,inputattach,amd64,1:1.7.1-1build2
2023-10-10T16:26:08,install-info,amd64,6.8-4build1
2023-10-10T16:26:08,intel-media-va-driver,amd64,22.3.1+dfsg1-1ubuntu2
2023-10-10T16:26:08,intel-microcode,amd64,3.20230808.0ubuntu0.22.04.1
2023-10-10T16:26:08,intune-portal,amd64,1.2307.12
2023-10-10T16:26:08,ipp-usb,amd64,0.9.20-1ubuntu0.22.04.1
2023-10-10T16:26:08,iproute2,amd64,5.15.0-1ubuntu2
2023-10-10T16:26:08,iptables,amd64,1.8.7-1ubuntu5.1
2023-10-10T16:26:08,iputils-ping,amd64,3:20211215-1
2023-10-10T16:26:08,iputils-tracepath,amd64,3:20211215-1
2023-10-10T16:26:08,irqbalance,amd64,1.8.0-1build1
2023-10-10T16:26:08,isc-dhcp-client,amd64,4.4.1-2.3ubuntu2.4
2023-10-10T16:26:08,isc-dhcp-common,amd64,4.4.1-2.3ubuntu2.4
2023-10-10T16:26:08,iso-codes,all,4.9.0-1
2023-10-10T16:26:08,iucode-tool,amd64,2.3.1-1build1
2023-10-10T16:26:08,iw,amd64,5.16-1build1
2023-10-10T16:26:08,java-common,all,0.72build2
2023-10-10T16:26:08,javascript-common,all,11+nmu1
2023-10-10T16:26:08,jq,amd64,1.6-2.1ubuntu3
2023-10-10T16:26:08,kbd,amd64,2.3.0-3ubuntu4.22.04
2023-10-10T16:26:08,kerneloops,amd64,0.12+git20140509-6ubuntu5
2023-10-10T16:26:08,keyboard-configuration,all,1.205ubuntu3
2023-10-10T16:26:08,keyutils,amd64,1.6.1-2ubuntu3
2023-10-10T16:26:08,klibc-utils,amd64,2.0.10-4
2023-10-10T16:26:08,kmod,amd64,29-1ubuntu1
2023-10-10T16:26:08,krb5-locales,all,1.19.2-2ubuntu0.2
2023-10-10T16:26:08,krita,amd64,1:5.0.2+dfsg-1build1
2023-10-10T16:26:08,krita-data,all,1:5.0.2+dfsg-1build1
2023-10-10T16:26:08,krita-gmic,amd64,2.9.4-4build1
2023-10-10T16:26:08,kwayland-data,all,4:5.92.0-0ubuntu1
2023-10-10T16:26:08,kwayland-integration,amd64,4:5.24.4-0ubuntu1
2023-10-10T16:26:08,language-pack-en,all,1:22.04+20230801
2023-10-10T16:26:08,language-pack-en-base,all,1:22.04+20230801
2023-10-10T16:26:08,language-pack-gnome-en,all,1:22.04+20230801
2023-10-10T16:26:08,language-pack-gnome-en-base,all,1:22.04+20230801
2023-10-10T16:26:08,language-pack-gnome-pt-base,all,1:22.04+20230801
2023-10-10T16:26:08,language-pack-pt-base,all,1:22.04+20230801
2023-10-10T16:26:08,language-selector-common,all,0.219.1
2023-10-10T16:26:08,language-selector-gnome,all,0.219.1
2023-10-10T16:26:08,laptop-detect,all,0.16
2023-10-10T16:26:08,ldap-utils,amd64,2.5.16+dfsg-0ubuntu0.22.04.1
2023-10-10T16:26:08,less,amd64,590-1ubuntu0.22.04.1
2023-10-10T16:26:08,liba52-0.7.4,amd64,0.7.4-20
2023-10-10T16:26:08,libaa1,amd64,1.4p5-50build1
2023-10-10T16:26:08,libaacs0,amd64,0.11.1-1
2023-10-10T16:26:08,libabsl20210324,amd64,0~20210324.2-2
2023-10-10T16:26:08,libabw-0.1-1,amd64,0.1.3-1build3
2023-10-10T16:26:08,libaccountsservice0,amd64,22.07.5-2ubuntu1.4
2023-10-10T16:26:08,libacl1,amd64,2.3.1-1
